=== Blood Pressure Measurement Report - Run #1 ===

Baseline HR: 53.4 BPM
Valid interval: 526-1500 ms

*** ENSEMBLE RESULT ***
Ensemble Systolic: 110 mmHg
Confidence: 0.133
95% CI: [108 - 112] mmHg
Agreement: 4182/2500 detectors

MAP: 116 mmHg
Est. Diastolic: 119 mmHg
Oscillometric MAP Systolic: 132 mmHg
Oscillometric MAP Diastolic: 99 mmHg

--- DETECTOR PERFORMANCE SUMMARY ---

Detector                           Best        Conf         | Rank  Best        Error       
-----------------------------------------------------------------------------------------------
BL_W140_T2.0_D15                   129         0.500        | 279   129         3.7         
BL_W140_T1.8_D2                    129         0.500        | 264   129         3.7         
BL_W140_T1.8_D4                    129         0.500        | 265   129         3.7         
BL_W140_T1.8_D6                    129         0.500        | 266   129         3.7         
BL_W140_T1.8_D8                    129         0.500        | 267   129         3.7         
BL_W140_T1.8_D10                   129         0.500        | 268   129         3.7         
BL_W140_T1.8_D15                   129         0.500        | 269   129         3.7         
BL_W140_T1.8_D20                   129         0.500        | 270   129         3.7         
BL_W140_T1.8_D25                   129         0.500        | 262   129         3.7         
BL_W140_T1.8_D30                   129         0.500        | 272   129         3.7         
BL_W140_T1.8_D40                   129         0.500        | 273   129         3.7         
BL_W140_T2.0_D2                    129         0.500        | 274   129         3.7         
BL_W140_T2.0_D4                    129         0.500        | 275   129         3.7         
BL_W140_T2.0_D6                    129         0.500        | 276   129         3.7         
BL_W140_T2.0_D8                    129         0.500        | 277   129         3.7         
BL_W140_T2.0_D10                   129         0.500        | 278   129         3.7         
BL_W130_T1.8_D4                    130         0.500        | 26    130         2.5         
BL_W140_T2.0_D20                   129         0.500        | 253   129         3.7         
BL_W140_T2.0_D25                   129         0.500        | 244   129         3.7         
BL_W140_T2.0_D30                   129         0.500        | 245   129         3.7         
BL_W140_T2.0_D40                   129         0.500        | 246   129         3.7         
BL_W140_T2.2_D2                    129         0.500        | 247   129         3.7         
BL_W140_T2.2_D4                    129         0.500        | 248   129         3.7         
BL_W140_T2.2_D6                    129         0.500        | 249   129         3.7         
BL_W140_T2.2_D8                    129         0.500        | 250   129         3.7         
BL_W130_T1.8_D2                    130         0.500        | 36    130         2.5         
BL_W140_T2.2_D10                   129         0.500        | 251   129         3.7         
BL_W140_T2.2_D15                   129         0.500        | 252   129         3.7         
BL_W140_T2.2_D20                   129         0.500        | 243   129         3.7         
BL_W140_T2.2_D25                   129         0.500        | 254   129         3.7         
BL_W140_T2.2_D30                   129         0.500        | 255   129         3.7         
BL_W140_T2.2_D40                   129         0.500        | 256   129         3.7         
BL_W130_T1.8_D30                   130         0.500        | 109   130         2.7         
BL_W130_T2.0_D6                    130         0.500        | 32    130         2.5         
BL_W130_T2.0_D8                    130         0.500        | 33    130         2.5         
